timestamp,CH0,CH1,CH3
2024-09-30 13:00:00,0.579,13.366999999999997,-4.3629999999999995
2024-09-30 14:00:00,0.576,13.366999999999997,-4.3629999999999995
2024-09-30 15:00:00,0.577,13.327999999999998,-4.3629999999999995
2024-09-30 16:00:00,0.577,13.327999999999998,-4.36
2024-09-30 17:00:00,0.574,13.327999999999998,-4.3629999999999995
2024-09-30 18:00:00,0.574,13.327999999999998,-4.3629999999999995
2024-09-30 19:00:00,0.577,13.327999999999998,-4.36
2024-09-30 20:00:00,0.578,13.327999999999998,-4.3629999999999995
2024-09-30 21:00:00,0.579,13.327999999999998,-4.36
2024-09-30 22:00:00,0.578,13.327999999999998,-4.36
2024-09-30 23:00:00,0.579,13.327999999999998,-4.36
2024-10-01 00:00:00,0.579,13.327999999999998,-4.36
2024-10-01 01:00:00,0.58,13.327999999999998,-4.36
2024-10-01 02:00:00,0.579,13.327999999999998,-4.36
2024-10-01 03:00:00,0.579,13.327999999999998,-4.357
2024-10-01 04:00:00,0.579,13.327999999999998,-4.36
2024-10-01 05:00:00,0.578,13.327999999999998,-4.3629999999999995
2024-10-01 06:00:00,0.577,13.366999999999997,-4.366
2024-10-01 07:00:00,0.577,13.366999999999997,-4.3629999999999995
2024-10-01 08:00:00,0.576,13.366999999999997,-4.36
2024-10-01 09:00:00,0.576,13.366999999999997,-4.36
2024-10-01 10:00:00,0.576,13.366999999999997,-4.36
2024-10-01 11:00:00,0.575,13.327999999999998,-4.36
2024-10-01 12:00:00,0.575,13.327999999999998,-4.36
2024-10-01 13:00:00,0.575,13.327999999999998,-4.36
2024-10-01 14:00:00,0.575,13.327999999999998,-4.36
2024-10-01 15:00:00,0.575,13.327999999999998,-4.36
2024-10-01 16:00:00,0.574,13.327999999999998,-4.36
2024-10-01 17:00:00,0.575,13.327999999999998,-4.36
2024-10-01 18:00:00,0.574,13.327999999999998,-4.36
2024-10-01 19:00:00,0.573,13.327999999999998,-4.36
2024-10-01 20:00:00,0.574,13.327999999999998,-4.36
2024-10-01 21:00:00,0.573,13.327999999999998,-4.36
2024-10-01 22:00:00,0.573,13.327999999999998,-4.36
2024-10-01 23:00:00,0.574,13.327999999999998,-4.36
2024-10-02 00:00:00,0.573,13.327999999999998,-4.36
2024-10-02 01:00:00,0.572,13.327999999999998,-4.36
2024-10-02 02:00:00,0.572,13.327999999999998,-4.36
2024-10-02 03:00:00,0.574,13.327999999999998,-4.357
