timestamp,CH0,CH1,CH3,CHGEPV,CHGMSQ
2025-01-20 16:00:00,1.45,12.079,0.172,,
2025-01-20 17:00:00,1.437,12.079,0.172,,
2025-01-20 18:00:00,1.424,12.04,0.175,,
2025-01-20 19:00:00,1.415,11.961,0.169,,
2025-01-20 20:00:00,1.41,11.805,0.166,,
2025-01-20 21:00:00,1.403,11.727,0.163,,
2025-01-20 22:00:00,1.395,11.532,0.163,,
2025-01-20 23:00:00,1.399,11.375,0.169,,
2025-01-21 00:00:00,1.396,11.39688,0.16940000000000002,,
2025-01-21 01:00:00,1.396,11.41876,0.1698,,
2025-01-21 02:00:00,1.37,11.44064,0.17020000000000002,,
2025-01-21 03:00:00,1.357,11.46252,0.1706,,
2025-01-21 04:00:00,1.351,11.4844,0.171,,
2025-01-21 05:00:00,1.328,11.50628,0.1714,,
2025-01-21 06:00:00,0.041,,,,
2025-01-21 07:00:00,0.035,,,,
2025-01-21 08:00:00,0.035,,,,
2025-01-21 09:00:00,0.036,,,,
2025-01-21 10:00:00,0.036,,,,
2025-01-21 11:00:00,0.036,,,,
2025-01-21 12:00:00,0.035,,,,
2025-01-21 13:00:00,0.046,,,,
2025-01-21 14:00:00,1.352,,,,
2025-01-21 15:00:00,1.357,,,,
2025-01-21 16:00:00,1.355,,,,
2025-01-21 17:00:00,1.348,,,,
2025-01-21 18:00:00,1.345,,,,
2025-01-21 19:00:00,1.339,,,,
2025-01-21 20:00:00,1.337,,,,
2025-01-21 21:00:00,1.33,,,,
2025-01-21 22:00:00,1.325,,,,
2025-01-21 23:00:00,1.319,,,,
2025-01-22 00:00:00,1.314,11.922,0.179,,
2025-01-22 01:00:00,1.31,11.961,0.182,,
2025-01-22 02:00:00,1.306,12.04,0.185,,
2025-01-22 03:00:00,1.303,12.079,0.182,,
2025-01-22 04:00:00,1.299,12.04,0.172,,
2025-01-22 05:00:00,1.296,11.883,0.166,,
2025-01-22 06:00:00,0.813,11.336,0.157,,
2025-01-22 07:00:00,0.231,9.734,0.145,,
2025-01-22 08:00:00,0.142,8.17,0.133,,
2025-01-22 09:00:00,0.094,6.959,0.127,,
2025-01-22 10:00:00,0.089,6.803,0.13,,
2025-01-22 11:00:00,0.099,7.311,0.136,,
2025-01-22 12:00:00,0.095,8.757,0.151,,
2025-01-22 13:00:00,0.6829999999999999,10.164,0.16499999999999998,,
2025-01-22 14:00:00,1.271,11.571,0.179,,
2025-01-22 15:00:00,1.276,12.0,0.185,,
2025-01-22 16:00:00,1.272,12.235,0.191,,
2025-01-22 17:00:00,1.235,12.274,0.191,,
2025-01-22 18:00:00,1.226,12.352,0.191,,
